time_stamp,sender_avg_rtt_value,sender_pacing_rate,sender_cwnd_rate,sender_avg_retransmission_timeout_value,sender_byte_ack,sender_seg_out,sender_retrans,sender_ssthresh_value,sender_segs_in,sender_avg_send_value,sender_unacked_value,sender_send_buffer_value,sender_rchar,sender_wchar,sender_syscr,sender_syscw,sender_read_bytes_io,sender_write_bytes_io,sender_cancelled_write_bytes,sender_num_threads,sender_vsize,sender_rss,sender_cpu_usage_percentage,sender_mem_usage_percentage,sender_tcp_snd_buffer_min,sender_tcp_snd_buffer_max,sender_req_waittime,sender_req_active,sender_read_bytes,sender_write_bytes,sender_ost_setattr,sender_ost_read,sender_ost_write,sender_ost_punch,sender_ldlm_cancel,sender_pending_read_pages,sender_read_RPCs_in_flight,sender_avg_waittime_md,sender_inflight_md,sender_req_waittime_md,sender_req_active_md,sender_mds_getattr_lock_md,sender_mds_close_md,sender_mds_readpage_md,sender_ldlm_cancel_md,sender_obd_ping_md,sender_close_md,sender_create_md,sender_intent_lock_md,sender_setattr_md,sender_read_page_md,sender_unlink_md,sender_avg_dsack_dups_value,sender_avg_reord_seen,sender_system_cpu_percent,sender_system_memory_percent,sender_remote_ost_read_bytes,sender_remote_ost_write_bytes,receiver_avg_rtt_value,receiver_pacing_rate,receiver_cwnd_rate,receiver_avg_retransmission_timeout_value,receiver_byte_ack,receiver_seg_out,receiver_retrans,receiver_ssthresh_value,receiver_segs_in,receiver_avg_send_value,receiver_unacked_value,receiver_send_buffer_value,receiver_rchar,receiver_wchar,receiver_syscr,receiver_syscw,receiver_read_bytes_io,receiver_write_bytes_io,receiver_cancelled_write_bytes,receiver_num_threads,receiver_vsize,receiver_rss,receiver_cpu_usage_percentage,receiver_mem_usage_percentage,receiver_tcp_snd_buffer_min,receiver_tcp_snd_buffer_max,receiver_req_waittime,receiver_req_active,receiver_read_bytes,receiver_write_bytes,receiver_ost_setattr,receiver_ost_read,receiver_ost_write,receiver_ost_punch,receiver_ldlm_cancel,receiver_pending_read_pages,receiver_read_RPCs_in_flight,receiver_avg_waittime_md,receiver_inflight_md,receiver_req_waittime_md,receiver_req_active_md,receiver_mds_getattr_lock_md,receiver_mds_close_md,receiver_mds_readpage_md,receiver_ldlm_cancel_md,receiver_obd_ping_md,receiver_close_md,receiver_create_md,receiver_intent_lock_md,receiver_setattr_md,receiver_read_page_md,receiver_unlink_md,receiver_avg_dsack_dups_value,receiver_avg_reord_seen,receiver_system_cpu_percent,receiver_system_memory_percent,receiver_remote_ost_read_bytes,receiver_remote_ost_write_bytes,through_put,label_value
1651976593.6951118,0.572,32969.8,814.0,201.0,522.5198974609375,379023.0,0.0,301.0,3140.0,16484.9,391.0,1691240.0,9618812857,190,73924,13,9718362112,77824,0,18,36903059456,33878,39.4,0.102847926417254,4096,4194304,9650224,1179,549453824,0,0,9650224,0,0,0,9,6144,440,0,2210,5,461,829,0,0,0,2,0,9,0,0,0,0.0,0.0,3.1,2.6,549453824,0,0.0,0.0,10.0,208.0,0.0,3278.0,0.0,0.0,384793.0,0.0,0.0,0.0,1132776,9723184840,520,74443,47181824,9723244544,0,19,36767649792,34877,94.8,0.1058807228778135,4096,4194304,10247739,724,0,310378496,0,0,10247739,0,0,0,0,481,0,6341,19,639,2218,0,1189,0,5,0,12,0,0,0,0.0,0.0,4.2,2.7,0,314572800,3.748904764652252,1002
1651976595.9099903,5.307,2549.2,584.0,206.0,500.9335517883301,363616.0,1.0,583.0,3173.0,1274.7,585.0,3321712.0,10738695211,355,82480,16,10783846400,90112,0,18,36903059456,34415,89.9,0.1044781683585157,4096,4194304,9504771,1085,545259520,0,0,9504771,0,0,0,1,0,440,0,5233,14,772,1849,0,546,0,5,0,21,0,0,0,0.0,0.0,2.8,2.7,536870912,0,0.0,0.0,10.0,208.0,0.0,3482.0,0.0,0.0,386587.0,0.0,0.0,0.0,1132776,10284653139,520,78736,47181824,10284716032,0,19,36767649792,34877,94.7,0.1058807228778135,4096,4194304,10200524,908,0,394264576,0,0,10200524,0,0,0,0,481,0,7079,17,395,2612,0,1393,0,5,0,12,0,0,0,0.0,0.0,4.3,2.7,0,394264576,3.7650747895240784,1002
1651976598.0967538,19.659,689.4,585.0,220.0,0.0,1.0,0.0,583.0,1.0,344.7,585.0,2953840.0,10745117739,355,82529,16,10796298240,90112,0,18,36903059456,34415,0.0,0.1044781683585157,4096,4194304,0,0,0,0,0,0,0,0,0,0,0,440,0,2331,5,403,872,0,0,0,2,0,9,0,0,0,0.0,0.0,0.3,2.7,0,0,0.0,0.0,10.0,208.0,0.0,2580.0,0.0,0.0,301961.0,0.0,0.0,0.0,1134214,10739517463,524,82221,47181824,10739576832,0,19,36767649792,35391,34.2,0.1074411406763397,4096,4194304,31381603,2373,0,1006632960,0,0,29039500,2342103,0,0,0,481,0,9162,23,487,2935,0,1660,0,6,0,15,1,0,0,0.0,0.0,4.3,2.8,0,1006632960,1.927734375,1002
1651976599.1915593,0.248,689.4,611.0,201.0,412.4918899536133,299334.0,0.0,583.0,2788.0,28539.6,90.0,3909600.0,11128503339,355,85454,16,11228311552,90112,0,18,36903059456,34418,37.5,0.1044872758553943,4096,4194304,4635054,623,432013312,0,0,4635054,0,0,0,7,0,440,0,2034,5,337,821,0,0,0,2,0,9,0,0,0,0.0,0.0,3.2,2.7,457179136,0,0.0,0.0,10.0,208.0,0.0,3433.0,0.0,0.0,352866.0,0.0,0.0,0.0,1134214,11224483899,524,85924,47181824,11224547328,0,19,36767649792,35391,85.1,0.1074411406763397,4096,4194304,9899855,759,0,327155712,0,0,9899855,0,0,0,0,481,0,7155,17,653,2384,0,1376,0,5,0,12,0,0,0,0.0,0.0,4.0,2.8,0,327155712,3.53125,1002
1651976600.2870252,0.34,689.4,613.0,201.0,521.8477020263672,378820.0,0.0,583.0,4110.0,20885.3,135.0,1956256.0,11670223915,355,89587,16,11781959680,94208,0,18,36903059456,34430,48.3,0.1045237058429085,4096,4194304,6966346,891,545259520,0,0,6966346,0,0,0,6,0,440,0,1931,5,292,731,0,0,0,2,0,9,0,0,0,0.0,0.0,3.3,2.8,536870912,0,0.0,0.0,10.0,208.0,0.0,4152.0,0.0,0.0,383695.0,0.0,0.0,0.0,1134933,11779573851,526,90161,47181824,11779641344,0,19,36767649792,35391,92.1,0.1074411406763397,4096,4194304,10364067,767,0,335544320,0,0,10364067,0,0,0,0,481,0,5594,17,412,1748,0,1085,0,5,0,12,0,0,0,0.0,0.0,4.1,2.9,0,335544320,3.826171875,1002
1651976601.381594,0.613,24107.9,638.0,201.0,547.2857818603516,396994.0,0.0,583.0,3406.0,12056.4,306.0,2957576.0,12252838955,355,94032,16,12352385024,94208,0,18,36903059456,34430,43.0,0.1045237058429085,4096,4194304,9395299,1193,549453824,0,0,9395299,0,0,0,9,6144,440,0,2247,5,403,843,0,0,0,2,0,9,0,0,0,0.0,0.0,3.4,2.8,549453824,0,0.0,0.0,10.0,208.0,0.0,3085.0,0.0,0.0,390915.0,0.0,0.0,0.0,1134933,12353013887,526,94556,47181824,12353081344,0,19,36767649792,35391,85.3,0.1074411406763397,4096,4194304,10219441,1118,0,486539264,0,0,10219441,0,0,0,0,481,0,7563,18,631,2723,0,1537,0,5,0,12,0,0,0,0.0,0.0,4.1,2.9,0,490733568,3.7462663650512695,1002
1651976602.4718664,0.299,24107.9,664.0,201.0,522.175895690918,378214.0,0.0,583.0,3164.0,25725.0,90.0,938128.0,12804652075,355,98242,16,12906033152,94208,0,18,36903059456,34430,39.3,0.1045237058429085,4096,4194304,9610350,1179,549453824,0,0,9610350,0,0,0,9,3072,440,0,2214,5,456,802,0,0,0,2,0,9,0,0,0,0.0,0.0,3.2,2.9,549453824,0,0.0,0.0,10.0,208.0,0.0,3362.0,0.0,0.0,383064.0,0.0,0.0,0.0,1135652,12906006698,528,98807,47181824,12906074112,0,19,36767649792,35391,85.2,0.1074411406763397,4096,4194304,10111458,1221,0,528482304,0,0,10111458,0,0,0,0,481,0,8483,17,594,3038,0,1806,0,5,0,12,0,0,0,0.0,0.0,4.2,3.0,0,528482304,3.751462042331696,1002
1651976603.5635538,0.284,24107.9,687.0,201.0,526.0829544067383,381325.0,0.0,583.0,3363.0,28021.9,90.0,2948296.0,13353189110,355,102429,16,13459681280,98304,0,18,36903059456,34830,45.0,0.1057380387600495,4096,4194304,9612876,1179,549453824,0,0,9612876,0,0,0,9,3072,440,0,2100,5,419,707,0,0,0,2,0,9,0,0,0,0.0,0.0,3.1,2.9,553648128,0,0.0,0.0,10.0,208.0,0.0,3357.0,0.0,0.0,381760.0,0.0,0.0,0.0,1137090,13462104126,532,103083,47181824,13462175744,0,19,36767649792,36705,97.0,0.1114302243091477,4096,4194304,10139170,1167,0,499122176,0,0,10139170,0,0,0,0,481,0,6180,17,418,2100,0,1112,0,5,0,12,0,0,0,0.0,0.0,4.7,3.0,0,494927872,3.716138780117035,1002
1651976604.6635065,0.544,29352.2,690.0,201.0,530.8117141723633,384984.0,0.0,583.0,3607.0,14692.9,90.0,0.0,13901201142,355,106610,16,13996552192,98304,0,18,36903059456,34830,50.3,0.1057380387600495,4096,4194304,9702288,1191,553648128,0,0,9702288,0,0,0,9,3072,440,0,2045,5,352,833,0,0,0,2,0,9,0,0,0,0.0,0.0,3.7,3.0,553648128,0,0.0,0.0,10.0,208.0,0.0,3490.0,0.0,0.0,389383.0,0.0,0.0,0.0,1137090,14020686729,532,107362,47181824,14020759552,0,19,36767649792,36705,92.3,0.1114302243091477,4096,4194304,9806221,1149,0,503316480,0,0,9806221,0,0,0,0,481,0,7276,17,431,2371,0,1504,0,5,0,12,0,0,0,0.0,0.0,4.3,3.1,0,507510784,3.796875,1002
1651976606.853274,0.317,29095.9,734.0,201.0,524.0,379723.0,0.0,583.0,2685.0,26822.3,90.0,0.0,15012167414,355,115086,16,15120625664,102400,0,18,36903059456,34831,34.6,0.1057410745923423,4096,4194304,9643907,1188,553648128,0,0,9643907,0,0,0,9,4096,440,0,2255,5,484,767,0,0,0,2,0,9,0,0,0,0.0,0.0,2.9,3.1,549453824,0,0.0,0.0,10.0,208.0,0.0,2830.0,0.0,0.0,385520.0,0.0,0.0,0.0,1137809,14579603843,534,111658,47181824,14579675136,0,19,36767649792,36711,82.4,0.1114484393029048,4096,4194304,10344697,1061,0,461373440,0,0,10344697,0,0,0,0,481,0,6408,17,555,2449,0,1021,0,5,0,12,0,0,0,0.0,0.0,4.1,3.1,0,457179136,3.742883563041687,1002
1651976607.9439275,0.359,29095.9,747.0,201.0,520.9169540405273,377726.0,0.0,583.0,3024.0,24103.8,135.0,3232808.0,15559655158,355,119263,16,15657496576,102400,0,18,36903059456,34831,37.6,0.1057410745923423,4096,4194304,9587067,1170,545259520,0,0,9587067,0,0,0,9,6144,440,0,2034,5,355,681,0,0,0,2,0,9,0,0,0,0.0,0.0,2.9,3.1,545259520,9472,0.0,0.0,10.0,208.0,0.0,2693.0,0.0,0.0,382257.0,0.0,0.0,0.0,1137809,15134755373,534,115943,47181824,15134826496,0,19,36767649792,36711,79.8,0.1114484393029048,4096,4194304,10174242,1038,0,465567744,0,0,10174242,0,0,0,0,481,0,6690,18,360,2204,0,1404,0,5,0,12,0,0,0,0.0,0.0,4.0,3.2,0,461373440,3.726627230644226,1002
1651976609.031905,0.283,29095.9,753.0,201.0,462.1036682128906,334909.0,0.0,583.0,3265.0,30822.4,118.0,3648392.0,16060088054,355,123081,16,16160813056,102400,0,18,36903059456,34831,41.2,0.1057410745923423,4096,4194304,8294460,941,532676608,0,0,8294460,0,0,0,0,0,440,0,2120,5,432,682,0,0,0,2,0,9,0,0,0,0.0,0.0,3.1,3.2,524288000,0,0.0,0.0,10.0,208.0,0.0,3463.0,0.0,0.0,327457.0,0.0,0.0,0.0,1138528,16166423365,536,123844,47181824,16166518784,0,19,36767649792,37224,69.6,0.1130058212691381,4096,4194304,10133900,1068,0,457179136,0,0,10133900,0,0,0,0,481,0,7598,18,632,2710,0,1541,0,5,0,12,0,0,0,0.0,0.0,3.7,3.3,0,461373440,3.1181640625,1002
